name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status
Tranan,Steel,4th Dimension,40,20,500,0,S&S,Skara Sommarland,operating
Trapper Slider,na,Alpine,,,1250,0,Wiegand,Fort Fun Abenteuerland,operating
Traumatizer,Steel,Inverted,80,34,689,5,Vekoma,Southport Pleasureland,closed definitely
Tree Topper,Wooden,Sit Down,56,18,427,0,William J. Cobb,Upper Clements Theme Park,operating
Treetops Rollercoaster,Steel,Sit Down,36,8,360,0,Zierer,Oakwood,operating
Tremors,Wooden,Sit Down,96,31,915,0,CCI,Silverwood Theme Park,operating
Tren Bravo (Left),Steel,Sit Down,45,6,394,0,Zamperla,Terra Mítica,closed temporarily
Tren Bravo (Right),Steel,Sit Down,45,6,394,0,Zamperla,Terra Mítica,closed temporarily
Tren Minero,na,Sit Down,,,,,SBF,Coney Park,operating
Tren Minero,na,Sit Down,,,,,Vekoma,Fantasilandia,operating
Treno delle miniere,Steel,Sit Down,,,,0,Pinfari,Luneur,operating
Triops,Steel,Sit Down,80,40,310,3,Vekoma,Bagatelle,operating
Trombi,Steel,Flying,41,15,391,2,Zamperla,Särkänniemi Amusement Park,operating
Tron Lightcycle Power Run,Steel,Motorbike,95,24,970,0,Vekoma,Shanghaï Disneyland,operating
Troublesome Trucks,Steel,Sit Down,,,,0,Gerstlauer,Drayton Manor,operating
Troy,Wooden,Sit Down,87,32,1077,0,GCI,Toverland,operating
Truck Race,na,Sit Down,,,,,SBF,VulQano Park,operating
Tsunami,Steel,Inverted,,20,350,3,Pinfari,Foire,operating
Tsunami,Steel,Inverted,61,20,350,2,Pinfari,M&D Scotland's Theme Park,closed definitely
Tsunami,Steel,Sit Down,36,8,360,0,Zierer,Six Flags Mexico,operating
Tsunami,Steel,Sit Down,87,35,1120,4,Schwarzkopf,Isla San Marcos Parque Temático,operating
Tuff-Tuff Tåget,Steel,Sit Down,7,2,80,0,Zamperla,Gröna Lund,operating
Tulireki,Steel,Sit Down,58,17,336,0,Mack,Linnanmäki,operating
Tumbleweed,Steel,Sit Down,,,,0,na,Ghost Town Village,unknown
Turbo Drachen,Steel,Suspended,36,,470,0,Abc rides,Potts Park,operating
Turbo Track,Steel,Sit Down,102,64,180,0,Intamin,Ferrari World,operating
Turbo coaster,Steel,Sit Down,,11,365,1,Pinfari,Brighton pier,operating
Turbulence,na,Spinning,64,17,382,,Mack,Adventureland NY,operating
Tweestryd,Steel,Sit Down,60,20,218,0,Vekoma,Wildlands Adventure Zoo Emmen,operating
Twin Helix,Steel,na,,,,0,na,Daqing Oilfield Paradise,operating
Twin Looper,Steel,Sit Down,,,,2,Soquet,American Adventure Theme Park,closed definitely
Twin Spiral Dragon Coaster,na,Sit Down,,,,,Zamperla,Knightly's Funfair,operating
Twist 'n' Shout,Steel,Sit Down,,,,0,Zamperla,Family Kingdom Amusement Park,operating
Twist 'n' Shout,Steel,Sit Down,,,,0,Zamperla,Magic Springs & Crystal Falls,operating
Twist and Joust,na,Spinning,,,,,EOS rides,Gulliver's Milton Keynes,operating
Twist and Shout,Steel,Sit Down,66,19,554,1,Schwarzkopf,Loudoun Castle,operating
Twisted Colossus,Hybrid,Sit Down,92,37,1520,2,RMC,Six Flags Magic Mountain,operating
Twisted Cyclone,Hybrid,Sit Down,81,31,732,3,RMC,Six Flags Over Georgia,operating
Twisted Timbers,Hybrid,Sit Down,87,34,1024,3,RMC,Kings Dominion,operating
Twisted Twins,Wooden,Sit Down,89,24,914,0,CCI,Kentucky Kingdom,retracked
Twister Coaster,Steel,Sit Down,,,,0,Golden Horse,Chimelong Paradise,closed definitely
Twister II,Wooden,Sit Down,80,31,1414,0,Hensel Phelps Construction Co.,Elitch Gardens,operating
Twister Mountain,Steel,Sit Down,,,,0,Zamperla,Belle Island Village,closed definitely
Twister Mountain,Steel,Sit Down,,,,0,Zamperla,Leolandia,operating
Twister,Steel,Sit Down,47,13,420,0,Reverchon,Lightwater Valley,operating
Twister,Steel,Spinning,,,,,SBF,Crealy Adventure Park,operating
Twister,Steel,Spinning,,,465,0,Maurer,Habtoorland,operating
Twister,Wooden,Sit Down,61,15,480,0,Gravity Group,Gröna Lund,operating
Twister,Wooden,Sit Down,83,31,1189,0,Philadelphia Toboggan Coaster,Knoebels,operating
Twister,na,Inverted,75,32,788,4,Beijing Jiuhua,Quancheng Euro Park,operating
Twistosaurus,Steel,Spinning,28,8,175,0,Zamperla,Flamingo Land Theme Park and Zoo,operating
Twistrix,Steel,Spinning,,,,0,Maurer,Drievliet Family Park,operating
Two-Face: The Flip Side,Steel,Inverted,81,49,309,3,Vekoma,Six Flags America,relocated
Tyfonen,Steel,Sit Down,47,13,420,0,Zamperla,Tivoli Friheden,operating
Tyfoon,Steel,Sit Down,40,11,388,0,Zierer,DippieDoe Familiepark,operating
Typhoon Coaster,Steel,Water Coaster,86,43,525,0,Intamin,The Land of Legends,operating
Typhoon,Steel,Sit Down,80,26,670,4,Gerstlauer,Bobbejaanland,operating
Tyrolean Tubtwist,na,Sit Down,,,,,na,Joyland Childrens Fun Park,operating
U-shaped Roller Coaster,Steel,Wing,100,57,177,0,Intamin,Victory Kingdom,closed temporarily
Ukko,Steel,Sit Down,105,46,150,2,Maurer,Linnanmäki,operating
Ulat Coaster,na,Sit Down,,,,,Golden Horse,Jawa Timur Park 1,operating
Ultimate,Steel,Sit Down,80,48,2268,0,Big Country Mitioneering,Lightwater Valley,operating
Ultra Twister Megaton,Steel,Pipeline,70,30,360,3,Togo,Greenland,operating
Ultra Twister,Steel,Pipeline,71,29,420,3,Togo,Nagashima Spa Land,operating
Ultra Twister,Steel,Pipeline,71,29,426,3,Togo,Six Flags AstroWorld,closed definitely
Ultra Twister,na,Pipeline,,,,0,Togo,Brazilian Park Washuzan Highland,operating
Ultra Twister,na,Pipeline,,35,,4,Togo,Rusutsu Resort,operating
Underground,Steel,Sit Down,,,300,0,CCI,Adventureland,operating
Undertow,Steel,Spinning,64,15,430,0,Maurer,Santa Cruz Beach Boardwalk,operating
Unknown (Air Force),na,Suspended,11,5,100,0,Zamperla,Wonderland Eurasia,construction
Unknown (Intamin),na,Spinning,,,,,Intamin,Ocean Paradise,construction
Unknown (Suspended Loop Coaster),na,Suspended,,,,4,Beijing Shibaolai,Silk Road Culture Expo Park,unknown
Unknown (Vekoma Boomerang),na,Sit Down,76,36,285,3,Vekoma,Silk Road Culture Expo Park,unknown
Unknown 2,na,Sit Down,,,,,na,Grano de Oro,operating
Unknown 2,na,Sit Down,,,,,na,Parque de Ferias San Jacinto,operating
Unknown Blitz Coaster (Jurassic Park),Steel,Sit Down,,,,0,Intamin,Universal Studios Islands of Adventure,rumored
Unknown Duelling Launch Coaster,Steel,na,,,,0,na,Universal's Epic Universe,rumored
Unknown Family Shuttle,Steel,Sit Down,,,,0,Vekoma,Tayto Park,rumored
Unknown Launch Coaster,Steel,Sit Down,90,,,2,Premier Rides,SeaWorld Orlando,rumored
Unknown STC,Steel,Inverted,,,,3,Vekoma,Tayto Park,rumored
Unknown Wooden Coaster,na,na,,,,0,GCI,SeaWorld San Antonio,rumored
Unknown,Steel,Sit Down,,,,,Intamin,Dream Island,announced
Unknown,Steel,Sit Down,,,,,Vekoma,EPCOT,construction
Unknown,Steel,Sit Down,,,,0,B&M,Kings Island,rumored
Unknown,Steel,Sit Down,,,,0,Beijing Jiuhua,Floraland,operating
Unknown,Steel,Sit Down,,,,0,Golden Horse,Chongqing Zoo,operating
Unknown,Steel,Sit Down,,,,0,Pinfari,Bagatelle,closed definitely
Unknown,Steel,Sit Down,,,,0,na,Chongqing Huahuiyuan,operating
Unknown,Steel,Sit Down,,,,0,na,Zhanggongshan Park,operating
Unknown,Steel,Sit Down,,,,1,na,Chongqing Amusement Park,closed definitely
Unknown,Steel,Sit Down,,,,3,na,Huachong Park,operating
Unknown,na,Sit Down,,,,,Mack,Europa Park,announced
Unknown,na,Sit Down,,,,,Zamperla,Robotland Theme Park,announced
Unknown,na,Sit Down,,,,,na,Parque de Atracciones de Plaza Mayor,operating
Unknown,na,Sit Down,,,,,na,Parque de Ferias San Jacinto,operating
Unknown,na,Sit Down,,,,,na,Quanzhou Amusement Park,operating
Unknown,na,Sit Down,,,,6,Intamin,Ocean Paradise,construction
Unknown,na,Sit Down,,22,,,Vekoma,Tripsdrill,announced
Unnamed Atlantica Supersplash Clone,Steel,Sit Down,80,30,390,0,Mack,Le Pal,announced
Unnamed Coaster,Steel,Sit Down,,,,0,Intamin,Vulcania,rumored
Unnamed Family Dueling,Steel,Sit Down,0,10,430,0,Preston & Barbieri,Hot Go Dreamworld,construction
Unnamed Hyper Coaster,Steel,Sit Down,0,0,0,0,B&M,Hot Go Dreamworld,construction
Unnamed MegaCoaster,Steel,Sit Down,113,50,1200,0,Intamin,Walibi Belgium,announced
Unnamed Quadruple Launch Coaster,Steel,Sit Down,107,51,1075,3,Intamin,Parc Asterix,announced
Unnamed Shockwave+,Steel,Sit Down,100,45,1320,4,Vekoma,Energylandia,announced
Unnamed Wing Rider,na,Wing,0,0,0,5,B&M,Hot Go Dreamworld,construction
Unnamed Wooden Coaster,Wooden,Sit Down,,,,0,Gravity Group,Sea World,announced
Unnamed family coaster,Steel,Sit Down,,17,,0,na,Bellewaerde,announced
Unnamed wooden coaster,Wooden,Sit Down,,30,,0,GCI,Fantasilandia,rumored
Untamed,Hybrid,Sit Down,92,37,1085,5,RMC,Walibi Holland,operating
Untamed,Steel,Sit Down,70,22,360,3,Gerstlauer,Canobie Lake Park,operating
Uzaya Yolculuk,Steel,Sit Down,,,,0,Beijing Shibaolai,Wonderland Eurasia,construction
Vagones Locos,Steel,Sit Down,,3,85,0,Zamperla,Parque de Atracciones de Madrid,closed temporarily
Valkyria,Steel,Floorless,105,47,700,3,B&M,Liseberg,operating
Valle degli Gnomi,Steel,Sit Down,,,,0,Pinfari,Fiabilandia,operating
Valravn,Steel,Floorless,120,68,1050,3,B&M,Cedar Point,operating
Vampire,Steel,Inverted,80,33,689,5,Vekoma,Walibi Belgium,operating
Vampire,Steel,Inverted,81,32,823,5,B&M,La Ronde,operating
Vampire,Steel,Suspended,74,17,716,0,Arrow,Chessington World of Adventures,operating
Van Helsing's Factory,Steel,Sit Down,36,8,400,0,Gerstlauer,Movie Park Germany,operating
Vapor Trail,na,Sit Down,43,17,396,,Vekoma,Sesame Place,operating
Vauhtimato,Steel,Sit Down,26,3,60,0,Zierer,Särkänniemi Amusement Park,operating
Velikolukskiy Myasokombinat,Steel,Sit Down,100,38,1056,4,Mack,Wonder Island,operating
Velikolukskiy Myasokombinat-2,Steel,Sit Down,85,33,875,10,Intamin,Wonder Island,operating
Velociraptor,Steel,Sit Down,100,38,1056,4,Mack,IMG Worlds of Adventure,operating
Velociraptor,na,Sit Down,,200,20,,Vekoma,Paultons Park,operating
Velocity,Steel,Motorbike,84,17,643,0,Vekoma,Flamingo Land Theme Park and Zoo,operating
Venus GP (Reloc),Steel,Sit Down,86,40,1040,1,Maurer,Rusutsu Resort,construction
Venus GP,Steel,Sit Down,86,40,1040,1,Maurer,Space World,relocated
Verbolten,Steel,Sit Down,85,,864,0,Zierer,Busch Gardens Williamsburg,operating
Verde Bruco Brucomela,Steel,Sit Down,,,,0,Pinfari,Magic World,closed temporarily
Verdon Express,na,Alpine,,,665,0,Wiegand,Val d'Allos,operating
Vertical Roller Coaster,na,Sit Down,102,60,820,1,Golden Horse,Great Xingdong Tourist World,operating
Vertical Velocity,Steel,Sit Down,105,46,192,1,Intamin,Six Flags Discovery Kingdom,operating
Vertical Velocity,Steel,Sit Down,113,56,192,0,Intamin,Six Flags Great America,operating
Vertigo,Steel,Sit Down,45,14,370,0,Mack,Parque de Atracciones de Madrid,operating
Vertigo,Steel,Sit Down,77,25,592,1,Schwarzkopf,Zoomarine,operating
Vertigo,Steel,Suspended,60,55,722,0,Doppelmayr,Walibi Belgium,closed definitely
Vertigo,na,Sit Down,,10,200,1,Interpark,Dunas,operating
Vesuvius Volcano,Steel,Sit Down,,,,0,Golden Horse,FantaWild Adventure Wuhu,operating
Vicky The Ride,Steel,Spinning,55,17,400,0,Gerstlauer,Plopsa Coo,operating
Vigía,Steel,Sit Down,36,8,360,0,Zierer,Parque de la Costa,operating
Viking Roller Coaster,Steel,Spinning,,13,320,0,SBF,Energylandia,operating
Viktor Vandorm,Steel,Sit Down,53,14,,0,Zierer,Bonbon-Land,operating
Viktor's Race,Steel,Sit Down,36,8,360,0,Zierer,Plopsaland,operating
Vilain,Wooden,Sit Down,95,33,1213,0,CCI,Geauga Lake,closed definitely
Vild-Svinet,Steel,Sit Down,72,22,428,1,Gerstlauer,Bonbon-Land,operating
Vilda Musen,Steel,Sit Down,55,21,430,0,Gerstlauer,Gröna Lund,operating
Vilde Hønsejagt,Steel,Sit Down,,,,0,Zierer,Djurs Sommerland,operating
Vilde Mus,na,Sit Down,,,,,Mack,Bakken,operating
Viper,Steel,Sit Down,112,57,1167,7,Arrow,Six Flags Magic Mountain,operating
Viper,Steel,Sit Down,80,37,945,5,Arrow,Darien Lake,operating
Viper,Wooden,Sit Down,81,31,1054,0,Philadelphia Toboggan Coaster,Six Flags Great America,operating
Virtual Express,Steel,Sit Down,,,,,Zamperla,Tibidabo,operating
Vivace,Steel,Sit Down,75,,900,0,na,New Reoma World,operating
Vleermuis (Left),Steel,Suspended,,,,0,Caripro,Plopsaland,relocated
Vleermuis (Right),Steel,Suspended,,,,0,Caripro,Plopsaland,relocated
Vogel Rok,Steel,Sit Down,65,25,1200,0,Vekoma,Efteling,operating
Voglwuide Sepp,Steel,Sit Down,60,,755,0,Zierer,Egidi-Buckel Rodelparadies,operating
Volare Hiz Kizagi,na,Flying,41,15,391,2,Zamperla,Wonderland Eurasia,operating
Volare,Steel,Flying,50,21,438,2,Zamperla,Wiener Prater,operating
Volcano Coaster,na,Sit Down,,,,,na,Jawa Timur Park 1,operating
Volcano: the Blast Coaster,Steel,Inverted,112,47,840,4,Intamin,Kings Dominion,closed definitely
Voltigo,Steel,Spinning,,,,0,Gosetto,Dennlys Parc,operating
Vonkaputous,Steel,Water Coaster,60,24,330,0,Premier Rides,Linnanmäki,closed definitely
Vortex,Steel,Inverted,,,,0,Vekoma,Siam Park City,operating
Vortex,Steel,Sit Down,,21,,2,Arrow,Calaway Park,operating
Vortex,Steel,Sit Down,89,45,1158,6,Arrow,Kings Island,operating
Vortex,Steel,Stand Up,72,28,585,2,B&M,California's Great America,closed definitely
Vortex,Steel,Stand Up,81,27,622,2,B&M,Carowinds,operating
Vortex,Steel,Suspended,89,28,780,0,Arrow,Canada's Wonderland,operating
Voyage Dans Le Ciel,Steel,Suspended,50,23,480,0,Hoei Sangyo,Fuji-Q Highland,operating
Vuoristorata,Wooden,Sit Down,60,23,960,0,na,Linnanmäki,operating
Vurang,Steel,Spinning,,,,0,Intamin,Hopi Hari,operating
Wacky Race,Steel,Sit Down,,,,0,Zamperla,Leolandia,operating
Wacky Warm,na,Sit Down,,,,,na,Funder Park,operating
Wacky Worm,Steel,Sit Down,,,,0,Fajume S.A. de C.V,Lake Winnie,operating
Wacky Worm,Steel,Sit Down,,,,0,Fajume S.A. de C.V,Old Town,operating
Wacky Worm,Steel,Sit Down,,,,0,na,Aventura Park,closed definitely
Wacky Worm,Steel,Sit Down,,,,0,na,Loudoun Castle,operating
Wacky Worm,Steel,Sit Down,,,,0,na,Vluchtheuvel,closed definitely
Wall's Twister Ride,Steel,Sit Down,47,13,420,0,Reverchon,West Midlands Safari Park,operating
Wallis's Wonderful Wriggling Wirral Wacky Worm,na,Sit Down,,,,,na,New Brighton Funfair,operating
Walrus Splash,Steel,Water Coaster,80,30,390,0,Mack,Chimelong Ocean Kingdom,operating
Wan Wan Coaster Wandit,Steel,Sit Down,30,6,148,0,Hoei Sangyo,Yomiuriland,operating
Wanted Dalton,Steel,Sit Down,40,9,222,0,Zierer,Parc Spirou,operating
Wave Breaker: The Rescue Coaster,na,Sit Down,71,19,792,0,Intamin,SeaWorld San Antonio,operating
West Coast Racer,na,Sit Down,88,20,1219,4,Premier Rides,Six Flags Magic Mountain,construction
West Coaster,Steel,Sit Down,56,17,396,0,Morgan,Pacific Park,operating
Western Regions Heaven,Steel,Floorless,,50,,1,B&M,Happy Valley Chengdu,operating
Whirl Wind,Steel,Sit Down,60,20,350,2,Vekoma,Wonder Island,operating
Whirlwind Dipper,Steel,Sit Down,,24,1006,0,na,Pacific Park,closed definitely
Whirlwind,Steel,Spinning,,,,,SBF,Great Yarmouth Pleasure Beach,operating
Whirlwind,Steel,Spinning,,,,0,Maurer,Camelot Theme Park,closed definitely
Whirlwind,Steel,Spinning,,,,0,Maurer,Seabreeze,operating
Whirlwind,na,Spinning,,4,58,,na,Playland's Castaway Cove,operating
Whistle Punk Chaser,Steel,Sit Down,,,,0,Zamperla,Dollywood,operating
White Canyon,Steel,Sit Down,84,35,1100,0,RCCA,Yomiuriland,closed definitely
White Cyclone,Wooden,Sit Down,102,42,1700,0,Intamin,Nagashima Spa Land,retracked
White Horse Coaster,na,Sit Down,,,,,Beijing Jiuhua,Quancheng Euro Park,operating
White Lightnin',Steel,Sit Down,92,42,263,1,Schwarzkopf,Carowinds,closed definitely
White Lightning,Wooden,Sit Down,75,23,600,0,GCI,Fun Spot America,operating
Whizzer,Steel,Sit Down,68,21,945,0,Schwarzkopf,Six Flags Great America,operating
Wicked Cyclone,Hybrid,Sit Down,89,33,1012,3,RMC,Six Flags New England,operating
Wicked Twister,Steel,Sit Down,116,63,,0,Intamin,Cedar Point,operating
Wicked,Steel,Sit Down,90,35,625,1,Zierer,Lagoon,operating
Wicker Man,Wooden,Sit Down,71,22,618,0,GCI,Alton Towers,operating
Wickie Coaster,Steel,Sit Down,39,9,220,0,Zierer,Plopsa Indoor Hasselt,operating
Wild Beast,Wooden,Sit Down,90,25,960,0,Philadelphia Toboggan Coaster,Canada's Wonderland,operating
Wild Cat,Steel,Sit Down,46,13,335,0,Pinfari,Southport Pleasureland,closed definitely
Wild Chipmunk,Steel,Sit Down,34,13,350,,Miler Coaster,Lakeside,operating
Wild Eagle,Steel,Wing,98,64,953,4,B&M,Dollywood,operating
Wild Elfin,Steel,Sit Down,,,,0,na,Happy Valley Shenzhen,unknown
Wild Kitty,Steel,Sit Down,,,,0,Herschell,Frontier City,operating
Wild Lightnin',Steel,Sit Down,40,15,359,0,L&T Systems,Lake Winnie,operating
Wild Mine Ride,na,Sit Down,,,,,L&T Systems,Gulliver's World Warrington,closed definitely
Wild Mouse Coaster,na,Sit Down,,,,,na,Clacton Pier,operating
Wild Mouse,Steel,Sit Down,,,,0,B. A. Schiff & Associates,Quassy Amusement Park,closed definitely
Wild Mouse,Steel,Sit Down,,,,0,E&F Miler Industries,Casino Pier,closed definitely
Wild Mouse,Steel,Sit Down,,,,0,Schiff,Fun Junction,closed definitely
Wild Mouse,Steel,Sit Down,,,,0,Senyo Kogyo,Kariya-shi Kotsu Jido Yuen,closed definitely
Wild Mouse,Steel,Sit Down,,,,0,na,Crystal Beach,closed definitely
Wild Mouse,Steel,Sit Down,,,,0,na,Funland Amusement Park,closed definitely
Wild Mouse,Steel,Sit Down,,,,0,na,Santa Cruz Beach Boardwalk,closed definitely
Wild Mouse,Steel,Sit Down,,14,370,0,Mack,Nagashima Spa Land,operating
Wild Mouse,Steel,Sit Down,45,14,370,0,Mack,Expoland,closed definitely
Wild Mouse,Steel,Sit Down,45,14,370,0,Mack,Hersheypark,operating
Wild Mouse,Steel,Sit Down,45,15,370,0,Maurer,Dorney Park,operating
Wild Mouse,Steel,Sit Down,45,15,370,0,Maurer,Flamingo Land Theme Park and Zoo,closed definitely
Wild Mouse,Steel,Sit Down,45,15,370,0,Maurer,Lagoon,operating
Wild Mouse,Steel,Sit Down,47,13,420,0,Zamperla,Beech Bend,operating
Wild Mouse,Steel,Spinning,,,,0,Reverchon,Barry Island Pleasure Park,operating
Wild Mouse,Steel,Spinning,47,13,420,0,Reverchon,Plopsa Coo,closed definitely
Wild Mouse,Wooden,Sit Down,,,390,0,na,Blackpool Pleasure Beach,closed definitely
Wild Mouse,Wooden,Sit Down,,12,400,0,Hopkins,Luna Park Sydney,operating
Wild Mouse,Wooden,Sit Down,,12,487,0,Hopkins,Aussie World,closed definitely
Wild Mouse,na,Sit Down,,,,,Maurer,Funtown Splashtown USA,operating
Wild Mouse,na,Sit Down,47,13,420,,Zamperla,Fantasilandia,operating
Wild Mouse,na,na,,,,0,na,Arnolds Park,construction
Wild One,Steel,Sit Down,85,30,1219,0,John Miller,Six Flags America,operating
Wild Thing,Steel,Sit Down,,,,3,Arrow,Wild Waves Theme Park,operating
Wild Thing,Steel,Sit Down,120,63,1664,0,Morgan,Valleyfair,operating
Wild Train,Steel,Sit Down,48,18,300,0,Pax,Fantasiana (Erlebnispark Strasswalchen),operating
Wild Train,Steel,Sit Down,70,15,330,0,Pax,Parc Saint Paul,operating
Wild Waves,na,Sit Down,,15,,,E&F Miler Industries,Playland's Castaway Cove,operating
Wild West Mine Train,Steel,Sit Down,75,21,710,0,Zamperla,Ocean Park,operating
Wild Whizzer,na,Spinning,,,,,SBF,Morey's Piers,operating
Wild mouse,Steel,Sit Down,,,,0,Cedeal ride,Foire,operating
Wildcat,Steel,Sit Down,50,15,560,0,Schwarzkopf,Cedar Point,closed definitely
Wildcat,Steel,Sit Down,74,23,809,0,National Amusement Devices,Frontier City,operating
Wildcat,Steel,Sit Down,77,26,837,0,Charlie Dinn,Lake Compounce,operating
Wildcat,Wooden,Sit Down,81,27,970,0,GCI,Hersheypark,operating
Wildcat,na,Sit Down,,,,,Pinfari,Southport Pleasureland,closed definitely
Wilde Hilde,na,4th Dimension,0,25,100,0,RES,Schwaben Park,operating
Wilde Maus (Kinzler),na,Sit Down,,,,,Abc rides,Foire,operating
Wilde Maus XXL (Eberhard),Steel,Sit Down,60,,600,0,Mack,Foire,operating
Wilde Maus,Steel,Sit Down,,,,0,Maurer,Antibesland,operating
Wilde Maus,Steel,Sit Down,,,,0,Maurer,Attrapark,closed definitely
Wilde Maus,Steel,Sit Down,,,,0,Maurer,Europark,closed definitely
Wilde Maus,Steel,Sit Down,45,14,370,0,Mack,Toverland,closed definitely
Wilde Maus,Steel,Sit Down,45,14,370,0,Maurer,Foire,unknown
Wilde Maus,Steel,Sit Down,45,15,370,0,Maurer,Wiener Prater,operating
Wilde Mini Maus,Steel,Sit Down,25,4,60,0,I.E. Park,Lollihop,operating
Wilde Tijger Achtbaan,Steel,Sit Down,32,6,199,0,Zierer,Mondo Verde,operating
Wilderness Run,Steel,Sit Down,10,6,135,0,Intamin,Cedar Point,operating
Wildfire,Steel,Sit Down,106,37,937,5,B&M,Silver Dollar City,operating
Wildfire,Wooden,Sit Down,113,57,1300,3,RMC,Kolmården,operating
Wile E. Coyote's Grand Canyon Blaster,Steel,Sit Down,25,5,115,0,Chance Rides,Six flags Over Texas,operating
Wilkołak,Wooden,Sit Down,70,22,620,0,GCI,Majaland Kownaty,operating
Willy der Wurm (Bauemeister),na,Sit Down,,,,,Abc rides,Foire,operating
Windstorm,Steel,Sit Down,,,438,0,Zamperla,Old Town,operating
Windstorm,Steel,Sit Down,40,8,396,0,S&MC,Playcenter São Paulo,operating
Wing Coaster,Steel,Wing,,45,1024,5,B&M,Colourful Yunnan Happy World,operating
Wings Over Rio,Steel,Sit Down,0,0,0,0,na,20th Century Fox World,announced
Winja's Fear,Steel,Spinning,66,17,465,0,Maurer,Phantasialand,operating
Winja's Force,Steel,Spinning,60,17,410,0,Maurer,Phantasialand,operating
Wipeout,Steel,Sit Down,77,36,285,3,Vekoma,Pleasurewood Hills,operating
Wiz Luge,na,Alpine,,,723,0,Wiegand,Les 7 Laux,operating
Wodan: Timbur Coaster,Wooden,Sit Down,100,35,1050,0,GCI,Europa Park,operating
Wolverine Wildcat,Wooden,Sit Down,89,26,914,0,Dinn Corp.,Michigan's Adventure,operating
Wonder Mountain's Guardian,Steel,Sit Down,,18,305,0,ART Engineering,Canada's Wonderland,operating
